interaction_id,hotel_id,timestamp,channel,language,request_type,complexity,hotel_name,city,country,hotel_type,rooms,hotel_size_category,handled_by,response_time_s,response_speed,hour_of_day,day_of_week_number,day_of_week,month_number,month_name,quarter,time_period,resolved
INT2025_04_0175,hotel_12,30/04/2025 11:45,instagram,NO,booking,medium,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,AI,19,Fast,11,3,Wednesday,4,April,2,Morning,TRUE
INT2025_04_0176,hotel_04,30/04/2025 13:00,facebook,EN,check_out,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,Human,600,Slow,13,3,Wednesday,4,April,2,Afternoon,FALSE
INT2025_09_0388,hotel_unknown,16/09/2025 15:16,website_chat,N/A,service_request,medium,,,,,,,Human,360,Slow,15,2,Tuesday,9,September,3,Afternoon,TRUE
INT2025_04_0181,hotel_03,03/04/2025 07:39,facebook,NO,technical_issue,medium,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,Human,330,Slow,7,4,Thursday,4,April,2,Morning,TRUE
INT2025_04_0184,hotel_11,04/04/2025 10:45,website_chat,NO,booking,medium,Ålesun View Hotel,Ålesun,Norway,city,100,Large,Human,520,Slow,10,5,Friday,4,April,2,Morning,FALSE
INT2025_04_0185,hotel_09,05/04/2025 12:00,instagram,EN,complaint,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,AI,24,Fast,12,6,Saturday,4,April,2,Afternoon,TRUE
INT2025_04_0193,hotel_09,09/04/2025 10:05,website_chat,NO,booking,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,AI,66,Medium,10,3,Wednesday,4,April,2,Morning,TRUE
INT2025_04_0148,hotel_08,16/04/2025 14:50,website_chat,NO,check_in,medium,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,AI,58,Fast,14,3,Wednesday,4,April,2,Afternoon,TRUE
INT2025_04_0191,hotel_05,08/04/2025 07:34,facebook,EN,info,complex,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,Human,300,Medium,7,2,Tuesday,4,April,2,Morning,TRUE
INT2025_04_0194,hotel_10,09/04/2025 10:40,website_chat,EN,complaint,complex,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,Human,480,Slow,10,3,Wednesday,4,April,2,Morning,FALSE
INT2025_04_0143,hotel_unknown,14/04/2025 09:55,website_chat,EN,complaint,complex,,,,,,,Human,450,Slow,9,1,Monday,4,April,2,Morning,TRUE
INT2025_04_0197,hotel_06,11/04/2025 13:45,email,EN,spa_reservation,complex,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,AI,29,Fast,13,5,Friday,4,April,2,Afternoon,TRUE
INT2025_04_0158,hotel_11,21/04/2025 15:05,website_chat,EN,check_in,complex,Ålesun View Hotel,Ålesun,Norway,city,100,Large,AI,60,Medium,15,1,Monday,4,April,2,Afternoon,TRUE
INT2025_04_0199,hotel_09,12/04/2025 16:15,website_chat,NO,check_out,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,Human,450,Slow,16,6,Saturday,4,April,2,Afternoon,TRUE
INT2025_04_0200,hotel_02,12/04/2025 16:50,instagram,EN,info,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,AI,21,Fast,16,6,Saturday,4,April,2,Afternoon,TRUE
INT2025_04_0163,hotel_04,24/04/2025 10:05,website_chat,NO,spa_reservation,medium,Northern Lights Resort,Tromsø,Norway,resort,120,Large,AI,43,Fast,10,4,Thursday,4,April,2,Morning,TRUE
INT2025_04_0202,hotel_12,13/04/2025 08:40,email,NO,complaint,medium,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,AI,17,Fast,8,0,Sunday,4,April,2,Morning,TRUE
INT2025_09_0364,hotel_unknown,04/09/2025 11:11,website_chat,N/A,spa_reservation,medium,,,,,,,AI,104,Medium,11,4,Thursday,9,September,3,Morning,TRUE
INT2025_04_0205,hotel_05,15/04/2025 11:45,instagram,NO,service_request,medium,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,AI,26,Fast,11,2,Tuesday,4,April,2,Morning,TRUE
INT2025_04_0206,hotel_07,15/04/2025 13:00,facebook,EN,spa_reservation,complex,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,Human,360,Slow,13,2,Tuesday,4,April,2,Afternoon,TRUE
INT2025_04_0173,hotel_02,29/04/2025 09:55,website_chat,EN,technical_issue,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,AI,45,Fast,9,2,Tuesday,4,April,2,Morning,TRUE
INT2025_04_0211,hotel_11,18/04/2025 07:39,facebook,NO,complaint,medium,Ålesun View Hotel,Ålesun,Norway,city,100,Large,AI,24,Fast,7,5,Friday,4,April,2,Morning,TRUE
INT2025_04_0188,hotel_12,06/04/2025 15:05,website_chat,EN,service_request,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,AI,47,Fast,15,0,Sunday,4,April,2,Afternoon,TRUE
INT2025_09_0379,hotel_unknown,12/09/2025 16:41,website_chat,N/A,service_request,medium,,,,,,,Human,330,Slow,16,5,Friday,9,September,3,Afternoon,TRUE
INT2025_04_0217,hotel_07,21/04/2025 13:50,email,NO,info,medium,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,AI,42,Fast,13,1,Monday,4,April,2,Afternoon,TRUE
INT2025_04_0221,hotel_03,23/04/2025 07:34,facebook,EN,service_request,complex,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,AI,21,Fast,7,3,Wednesday,4,April,2,Morning,TRUE
INT2025_04_0220,hotel_10,22/04/2025 16:55,instagram,NO,service_request,medium,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,Human,480,Slow,16,2,Tuesday,4,April,2,Afternoon,FALSE
INT2025_04_0224,hotel_11,24/04/2025 10:40,website_chat,EN,check_out,complex,Ålesun View Hotel,Ålesun,Norway,city,100,Large,Human,430,Slow,10,4,Thursday,4,April,2,Morning,TRUE
INT2025_04_0227,hotel_08,26/04/2025 13:45,email,EN,check_in,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,AI,17,Fast,13,6,Saturday,4,April,2,Afternoon,TRUE
INT2025_04_0230,hotel_04,27/04/2025 16:50,instagram,EN,service_request,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,AI,26,Fast,16,0,Sunday,4,April,2,Afternoon,TRUE
INT2025_04_0284,hotel_09,24/04/2025 10:40,website_chat,EN,info,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,AI,24,Fast,10,4,Thursday,4,April,2,Morning,TRUE
INT2025_04_0235,hotel_03,30/04/2025 11:45,instagram,NO,check_out,medium,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,AI,19,Fast,11,3,Wednesday,4,April,2,Morning,TRUE
INT2025_04_0239,hotel_09,02/04/2025 15:35,website_chat,EN,spa_reservation,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,AI,28,Fast,15,3,Wednesday,4,April,2,Afternoon,TRUE
INT2025_04_0244,hotel_07,04/04/2025 10:45,website_chat,NO,complaint,medium,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,AI,22,Fast,10,5,Friday,4,April,2,Morning,TRUE
INT2025_04_0247,hotel_unknown,06/04/2025 13:50,email,NO,service_request,medium,,,,,,,AI,30,Fast,13,0,Sunday,4,April,2,Afternoon,TRUE
INT2025_04_0250,hotel_06,07/04/2025 16:55,instagram,NO,info,medium,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,Human,430,Slow,16,1,Monday,4,April,2,Afternoon,TRUE
INT2025_04_0290,hotel_unknown,27/04/2025 16:50,instagram,EN,technical_issue,complex,,,,,,,Human,520,Slow,16,0,Sunday,4,April,2,Afternoon,FALSE
INT2025_04_0256,hotel_04,10/04/2025 13:10,facebook,NO,spa_reservation,medium,Northern Lights Resort,Tromsø,Norway,resort,120,Large,AI,27,Fast,13,4,Thursday,4,April,2,Afternoon,TRUE
INT2025_04_0257,hotel_07,11/04/2025 13:45,email,EN,technical_issue,complex,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,AI,50,Fast,13,5,Friday,4,April,2,Afternoon,TRUE
INT2025_01_0052,hotel_11,29/01/2025 09:20,website_chat,EN,spa_reservation,medium,Ålesun View Hotel,Ålesun,Norway,city,100,Large,AI,31,Fast,9,3,Wednesday,1,January,1,Morning,TRUE
INT2025_04_0260,hotel_10,12/04/2025 16:50,instagram,EN,booking,complex,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,Human,600,Slow,16,6,Saturday,4,April,2,Afternoon,FALSE
INT2025_01_0059,hotel_05,05/01/2025 16:15,website_chat,EN,complaint,complex,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,AI,16,Fast,16,0,Sunday,1,January,1,Afternoon,TRUE
INT2025_01_0065,hotel_11,11/01/2025 12:40,website_chat,NO,check_in,complex,Ålesun View Hotel,Ålesun,Norway,city,100,Large,Human,300,Medium,12,6,Saturday,1,January,1,Afternoon,TRUE
INT2025_01_0072,hotel_05,18/01/2025 09:30,website_chat,NO,booking,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,AI,28,Fast,9,6,Saturday,1,January,1,Morning,TRUE
INT2025_02_0193,hotel_09,15/02/2025 09:45,website_chat,N/A,booking,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,Human,460,Slow,9,6,Saturday,2,February,1,Morning,FALSE
INT2025_01_0078,hotel_06,24/01/2025 15:40,website_chat,EN,spa_reservation,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,Human,470,Slow,15,5,Friday,1,January,1,Afternoon,FALSE
INT2025_04_0274,hotel_10,19/04/2025 10:45,website_chat,NO,technical_issue,medium,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,Human,480,Slow,10,6,Saturday,4,April,2,Morning,FALSE
INT2025_04_0275,hotel_03,20/04/2025 12:00,instagram,EN,info,complex,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,AI,21,Fast,12,0,Sunday,4,April,2,Afternoon,TRUE
INT2025_01_0084,hotel_04,30/01/2025 11:50,website_chat,NO,service_request,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,AI,14,Fast,11,4,Thursday,1,January,1,Morning,TRUE
INT2025_04_0277,hotel_06,21/04/2025 13:50,email,NO,booking,medium,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,Human,360,Slow,13,1,Monday,4,April,2,Afternoon,TRUE
INT2025_03_0218,hotel_09,18/03/2025 14:58,website_chat,N/A,booking,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,AI,20,Fast,14,2,Tuesday,3,March,1,Afternoon,TRUE
INT2025_04_0280,hotel_02,22/04/2025 16:55,instagram,NO,service_request,medium,Oslo City Hotel,Oslo,Norway,city,180,Large,AI,55,Fast,16,2,Tuesday,4,April,2,Afternoon,TRUE
INT2025_01_0151,hotel_07,10/01/2025 08:20,website_chat,NO,info,medium,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,AI,22,Fast,8,5,Friday,1,January,1,Morning,TRUE
INT2025_01_0163,hotel_04,22/01/2025 10:45,website_chat,NO,check_in,medium,Northern Lights Resort,Tromsø,Norway,resort,120,Large,Human,470,Slow,10,3,Wednesday,1,January,1,Morning,FALSE
INT2025_04_0286,hotel_07,25/04/2025 13:10,facebook,NO,complaint,medium,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,Human,300,Medium,13,5,Friday,4,April,2,Afternoon,TRUE
INT2025_01_0217,hotel_07,18/01/2025 14:30,website_chat,EN,technical_issue,medium,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,Human,300,Medium,14,6,Saturday,1,January,1,Afternoon,TRUE
INT2025_04_0289,hotel_03,27/04/2025 16:15,website_chat,NO,spa_reservation,medium,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,AI,58,Fast,16,0,Sunday,4,April,2,Afternoon,TRUE
INT2025_01_0223,hotel_06,24/01/2025 10:45,website_chat,NO,info,medium,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,AI,14,Fast,10,5,Friday,1,January,1,Morning,TRUE
INT2025_04_0301,hotel_10,03/04/2025 07:39,facebook,NO,booking,medium,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,AI,25,Fast,7,4,Thursday,4,April,2,Morning,TRUE
INT2025_04_0307,hotel_02,06/04/2025 13:50,email,NO,technical_issue,medium,Oslo City Hotel,Oslo,Norway,city,180,Large,Human,480,Slow,13,0,Sunday,4,April,2,Afternoon,FALSE
INT2025_04_0310,hotel_04,07/04/2025 16:55,instagram,NO,booking,medium,Northern Lights Resort,Tromsø,Norway,resort,120,Large,AI,26,Fast,16,1,Monday,4,April,2,Afternoon,TRUE
INT2025_04_0268,hotel_unknown,16/04/2025 14:50,website_chat,NO,booking,medium,,,,,,,Human,320,Slow,14,3,Wednesday,4,April,2,Afternoon,TRUE
INT2025_04_0253,hotel_02,09/04/2025 10:05,website_chat,NO,complaint,medium,Oslo City Hotel,Oslo,Norway,city,180,Large,AI,20,Fast,10,3,Wednesday,4,April,2,Morning,TRUE
INT2025_04_0263,hotel_06,14/04/2025 09:55,website_chat,EN,service_request,complex,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,AI,41,Fast,9,1,Monday,4,April,2,Morning,TRUE
INT2025_04_0283,hotel_04,24/04/2025 10:05,website_chat,NO,check_out,medium,Northern Lights Resort,Tromsø,Norway,resort,120,Large,Human,420,Slow,10,4,Thursday,4,April,2,Morning,TRUE
INT2025_04_0293,hotel_09,29/04/2025 09:55,website_chat,EN,booking,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,AI,22,Fast,9,2,Tuesday,4,April,2,Morning,TRUE
INT2025_04_0254,hotel_08,09/04/2025 10:40,website_chat,EN,service_request,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,Human,330,Slow,10,3,Wednesday,4,April,2,Morning,TRUE
INT2025_04_0271,hotel_07,18/04/2025 07:39,facebook,NO,service_request,medium,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,AI,52,Fast,7,5,Friday,4,April,2,Morning,TRUE
INT2025_04_0287,hotel_05,26/04/2025 13:45,email,EN,service_request,complex,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,AI,31,Fast,13,6,Saturday,4,April,2,Afternoon,TRUE
INT2025_04_0296,hotel_12,30/04/2025 13:00,facebook,EN,service_request,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,AI,35,Fast,13,3,Wednesday,4,April,2,Afternoon,TRUE
INT2025_04_0304,hotel_06,04/04/2025 10:45,website_chat,NO,service_request,medium,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,AI,34,Fast,10,5,Friday,4,April,2,Morning,TRUE
INT2025_04_0311,hotel_07,08/04/2025 07:34,facebook,EN,complaint,complex,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,Human,360,Slow,7,2,Tuesday,4,April,2,Morning,TRUE
INT2025_04_0326,hotel_09,15/04/2025 13:00,facebook,EN,check_in,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,Human,480,Slow,13,2,Tuesday,4,April,2,Afternoon,FALSE
INT2025_04_0314,hotel_10,09/04/2025 10:40,website_chat,EN,spa_reservation,complex,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,AI,65,Medium,10,3,Wednesday,4,April,2,Morning,TRUE
INT2025_04_0340,hotel_09,22/04/2025 16:55,instagram,NO,technical_issue,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,AI,26,Fast,16,2,Tuesday,4,April,2,Afternoon,TRUE
INT2025_04_0320,hotel_02,12/04/2025 16:50,instagram,EN,complaint,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,Human,360,Slow,16,6,Saturday,4,April,2,Afternoon,TRUE
INT2025_04_0329,hotel_03,17/04/2025 15:35,website_chat,EN,service_request,complex,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,AI,45,Fast,15,4,Thursday,4,April,2,Afternoon,TRUE
INT2025_04_0332,hotel_11,18/04/2025 08:55,email,EN,technical_issue,complex,Ålesun View Hotel,Ålesun,Norway,city,100,Large,AI,30,Fast,8,5,Friday,4,April,2,Morning,TRUE
INT2025_04_0344,hotel_unknown,24/04/2025 10:40,website_chat,EN,complaint,complex,,,,,,,AI,48,Fast,10,4,Thursday,4,April,2,Morning,TRUE
INT2025_04_0335,hotel_08,20/04/2025 12:00,instagram,EN,booking,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,AI,52,Fast,12,0,Sunday,4,April,2,Afternoon,TRUE
INT2025_04_0114,hotel_09,29/04/2025 11:10,website_chat,N/A,check_in,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,AI,13,Fast,11,2,Tuesday,4,April,2,Morning,TRUE
INT2025_04_0138,hotel_09,11/04/2025 15:00,website_chat,N/A,spa_reservation,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,Human,500,Slow,15,5,Friday,4,April,2,Afternoon,FALSE
INT2025_04_0349,hotel_08,27/04/2025 16:15,website_chat,NO,technical_issue,medium,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,AI,31,Fast,16,0,Sunday,4,April,2,Afternoon,TRUE
INT2025_04_0352,hotel_07,28/04/2025 08:40,email,NO,check_in,medium,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,AI,55,Fast,8,1,Monday,4,April,2,Morning,TRUE
INT2025_02_0009,hotel_04,06/02/2025 16:02,website_chat,EN,technical_issue,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,Human,640,Slow,16,4,Thursday,2,February,1,Afternoon,TRUE
INT2025_02_0021,hotel_04,13/02/2025 17:00,website_chat,EN,complaint,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,AI,19,Fast,17,4,Thursday,2,February,1,Afternoon,TRUE
INT2025_02_0026,hotel_05,15/02/2025 12:35,website_chat,EN,spa_reservation,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,AI,8,Fast,12,6,Saturday,2,February,1,Afternoon,TRUE
INT2025_02_0033,hotel_04,19/02/2025 09:15,website_chat,EN,service_request,medium,Northern Lights Resort,Tromsø,Norway,resort,120,Large,Human,410,Slow,9,3,Wednesday,2,February,1,Morning,TRUE
INT2025_02_0039,hotel_09,22/02/2025 15:05,website_chat,NO,complaint,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,AI,18,Fast,15,6,Saturday,2,February,1,Afternoon,TRUE
INT2025_04_0367,hotel_05,06/04/2025 13:50,email,NO,info,medium,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,AI,33,Fast,13,0,Sunday,4,April,2,Afternoon,TRUE
INT2025_02_0103,hotel_03,26/02/2025 09:45,website_chat,NO,service_request,medium,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,Human,410,Slow,9,3,Wednesday,2,February,1,Morning,TRUE
INT2025_02_0108,hotel_02,28/02/2025 14:40,website_chat,NO,check_out,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,Human,600,Slow,14,5,Friday,2,February,1,Afternoon,FALSE
INT2025_04_0376,hotel_12,10/04/2025 13:10,facebook,NO,booking,medium,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,Human,480,Slow,13,4,Thursday,4,April,2,Afternoon,FALSE
INT2025_04_0313,hotel_05,09/04/2025 10:05,website_chat,NO,service_request,medium,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,AI,38,Fast,10,3,Wednesday,4,April,2,Morning,TRUE
INT2025_05_0001,hotel_01,01/05/2025 07:18,email,NO,info,simple,The Well,Sandvika,Norway,spa,231,Large,AI,5.7,Fast,7,4,Thursday,5,May,2,Morning,TRUE
INT2025_05_0002,hotel_03,01/05/2025 08:04,website_chat,EN,booking,complex,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,AI,33.9,Fast,8,4,Thursday,5,May,2,Morning,TRUE
INT2025_05_0003,hotel_05,02/05/2025 09:26,website_chat,NO,service_request,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,AI,8.1,Fast,9,5,Friday,5,May,2,Morning,TRUE
INT2025_05_0004,hotel_02,02/05/2025 10:02,website_chat,NO,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,Human,330.6,Slow,10,5,Friday,5,May,2,Morning,TRUE
INT2025_05_0005,hotel_04,02/05/2025 10:47,email,EN,booking,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,AI,6.5,Fast,10,5,Friday,5,May,2,Morning,TRUE
INT2025_05_0006,hotel_06,02/05/2025 11:15,website_chat,NO,service_request,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,AI,,,11,5,Friday,5,May,2,Morning,FALSE
INT2025_05_0007,hotel_01,02/05/2025 11:52,facebook,EN,info,simple,The Well,Sandvika,Norway,spa,231,Large,Human,192.4,Medium,11,5,Friday,5,May,2,Morning,TRUE
INT2025_05_0008,hotel_03,02/05/2025 12:30,email,NO,check_in,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,Human,455,Slow,12,5,Friday,5,May,2,Afternoon,TRUE
INT2025_05_0009,hotel_05,02/05/2025 13:05,website_chat,EN,booking,complex,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,AI,,,13,5,Friday,5,May,2,Afternoon,FALSE
INT2025_04_0323,hotel_12,14/04/2025 09:55,website_chat,EN,spa_reservation,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,AI,67,Medium,9,1,Monday,4,April,2,Morning,TRUE
INT2025_04_0373,hotel_09,09/04/2025 10:05,website_chat,NO,spa_reservation,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,AI,82,Medium,10,3,Wednesday,4,April,2,Morning,TRUE
INT2025_04_0362,hotel_08,03/04/2025 08:55,email,EN,service_request,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,AI,60,Medium,8,4,Thursday,4,April,2,Morning,TRUE
INT2025_02_0093,hotel_09,21/02/2025 09:50,website_chat,NO,service_request,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,Human,470,Slow,9,5,Friday,2,February,1,Morning,FALSE
INT2025_04_0371,hotel_06,08/04/2025 07:34,facebook,EN,service_request,complex,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,AI,64,Medium,7,2,Tuesday,4,April,2,Morning,TRUE
INT2025_05_0010,hotel_07,02/05/2025 13:47,instagram,EN,complaint,complex,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,Human,598,Slow,13,5,Friday,5,May,2,Afternoon,TRUE
INT2025_05_0011,hotel_08,02/05/2025 14:22,website_chat,NO,info,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,AI,18,Fast,14,5,Friday,5,May,2,Afternoon,TRUE
INT2025_05_0012,hotel_09,02/05/2025 15:01,email,NO,service_request,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,AI,26,Fast,15,5,Friday,5,May,2,Afternoon,TRUE
INT2025_05_0014,hotel_11,02/05/2025 16:20,facebook,EN,info,simple,Ålesun View Hotel,Ålesun,Norway,city,100,Large,Human,340,Slow,16,5,Friday,5,May,2,Afternoon,TRUE
INT2025_05_0015,hotel_12,02/05/2025 17:05,email,NO,check_out,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,AI,14,Fast,17,5,Friday,5,May,2,Afternoon,TRUE
INT2025_05_0017,hotel_02,03/05/2025 08:18,email,EN,booking,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,AI,42,Fast,8,6,Saturday,5,May,2,Morning,TRUE
INT2025_05_0018,hotel_03,03/05/2025 09:03,website_chat,NO,service_request,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,Human,390,Slow,9,6,Saturday,5,May,2,Morning,TRUE
INT2025_05_0019,hotel_04,03/05/2025 09:55,instagram,EN,complaint,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,AI,16,Fast,9,6,Saturday,5,May,2,Morning,TRUE
INT2025_05_0020,hotel_05,03/05/2025 10:37,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,Human,480,Slow,10,6,Saturday,5,May,2,Morning,FALSE
INT2025_05_0022,hotel_07,03/05/2025 12:04,facebook,EN,info,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,AI,21,Fast,12,6,Saturday,5,May,2,Afternoon,TRUE
INT2025_05_0023,hotel_08,03/05/2025 12:46,email,NO,service_request,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,AI,35,Fast,12,6,Saturday,5,May,2,Afternoon,TRUE
INT2025_05_0024,hotel_09,03/05/2025 13:30,website_chat,EN,booking,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,Human,420,Slow,13,6,Saturday,5,May,2,Afternoon,TRUE
INT2025_05_0026,hotel_11,03/05/2025 14:55,email,NO,info,simple,Ålesun View Hotel,Ålesun,Norway,city,100,Large,AI,15,Fast,14,6,Saturday,5,May,2,Afternoon,TRUE
INT2025_05_0027,hotel_12,03/05/2025 15:41,website_chat,EN,booking,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,Human,330,Slow,15,6,Saturday,5,May,2,Afternoon,TRUE
INT2025_05_0028,hotel_01,03/05/2025 16:20,email,NO,check_in,simple,The Well,Sandvika,Norway,spa,231,Large,AI,11,Fast,16,6,Saturday,5,May,2,Afternoon,TRUE
INT2025_05_0030,hotel_03,04/05/2025 07:35,email,NO,info,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,AI,50,Fast,7,0,Sunday,5,May,2,Morning,TRUE
INT2025_05_0031,hotel_04,04/05/2025 08:12,website_chat,EN,booking,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,Human,400,Slow,8,0,Sunday,5,May,2,Morning,TRUE
INT2025_05_0032,hotel_05,04/05/2025 08:59,website_chat,NO,service_request,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,AI,18,Fast,8,0,Sunday,5,May,2,Morning,TRUE
INT2025_05_0034,hotel_07,04/05/2025 10:26,instagram,EN,complaint,complex,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,Human,520,Slow,10,0,Sunday,5,May,2,Morning,FALSE
INT2025_05_0035,hotel_08,04/05/2025 11:03,website_chat,NO,info,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,AI,23,Fast,11,0,Sunday,5,May,2,Morning,TRUE
INT2025_05_0036,hotel_09,04/05/2025 11:47,email,NO,service_request,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,AI,38,Fast,11,0,Sunday,5,May,2,Morning,TRUE
INT2025_05_0038,hotel_11,04/05/2025 13:15,facebook,EN,info,simple,Ålesun View Hotel,Ålesun,Norway,city,100,Large,Human,430,Slow,13,0,Sunday,5,May,2,Afternoon,TRUE
INT2025_05_0039,hotel_12,04/05/2025 14:02,email,NO,check_out,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,AI,17,Fast,14,0,Sunday,5,May,2,Afternoon,TRUE
INT2025_05_0041,hotel_02,04/05/2025 15:28,email,NO,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,Human,300,Medium,15,0,Sunday,5,May,2,Afternoon,TRUE
INT2025_05_0042,hotel_03,04/05/2025 16:11,website_chat,EN,service_request,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,AI,13,Fast,16,0,Sunday,5,May,2,Afternoon,TRUE
INT2025_05_0043,hotel_04,04/05/2025 16:58,instagram,EN,complaint,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,AI,55,Fast,16,0,Sunday,5,May,2,Afternoon,TRUE
