interaction_id,hotel_id,channel,language,request_type,complexity,hotel_name,city,country,hotel_type,rooms,hotel_size_category,timestamp,day_of_week,hour_of_day,day_of_week_number,time_period,month_number,month_name,quarter
INT2025_03_0136,hotel_12,facebook,NO,service_request,medium,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,08/03/2025 13:03,Saturday,13,6,Afternoon,3,March,1
INT2025_03_0144,hotel_06,website_chat,EN,service_request,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,12/03/2025 11:03,Wednesday,11,3,Morning,3,March,1
INT2025_03_0093,hotel_09,website_chat,EN,service_request,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,18/03/2025 10:03,Tuesday,10,2,Morning,3,March,1
INT2025_03_0204,hotel_09,website_chat,EN,service_request,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,11/03/2025 11:03,Tuesday,11,2,Morning,3,March,1
INT2025_03_0154,hotel_10,website_chat,NO,service_request,medium,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,17/03/2025 10:38,Monday,10,1,Morning,3,March,1
INT2025_03_0229,hotel_unknown,website_chat,NO,service_request,medium,,,,,,,24/03/2025 16:08,Monday,16,1,Afternoon,3,March,1
INT2025_03_0157,hotel_06,email,NO,info,medium,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,19/03/2025 13:43,Wednesday,13,3,Afternoon,3,March,1
INT2025_03_0187,hotel_08,email,NO,service_request,medium,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,03/03/2025 13:43,Monday,13,1,Afternoon,3,March,1
INT2025_03_0159,hotel_09,website_chat,EN,booking,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,20/03/2025 15:33,Thursday,15,4,Afternoon,3,March,1
INT2025_03_0160,hotel_02,instagram,NO,complaint,medium,Oslo City Hotel,Oslo,Norway,city,180,Large,20/03/2025 16:48,Thursday,16,4,Afternoon,3,March,1
INT2025_03_0162,hotel_12,email,EN,service_request,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,21/03/2025 08:43,Friday,8,5,Morning,3,March,1
INT2025_03_0232,hotel_09,email,NO,technical_issue,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,25/03/2025 08:33,Tuesday,8,2,Morning,3,March,1
INT2025_03_0165,hotel_05,instagram,EN,check_out,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,23/03/2025 11:48,Sunday,11,0,Morning,3,March,1
INT2025_03_0166,hotel_07,facebook,NO,info,medium,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,23/03/2025 13:03,Sunday,13,0,Afternoon,3,March,1
INT2025_03_0156,hotel_unknown,facebook,EN,technical_issue,simple,,,,,,,18/03/2025 13:08,Tuesday,13,2,Afternoon,3,March,1
INT2025_03_0169,hotel_unknown,website_chat,NO,check_in,medium,,,,,,,25/03/2025 16:08,Tuesday,16,2,Afternoon,3,March,1
INT2025_03_0172,hotel_09,email,NO,spa_reservation,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,26/03/2025 08:33,Wednesday,8,3,Morning,3,March,1
INT2025_03_0171,hotel_unknown,facebook,EN,service_request,simple,,,,,,,26/03/2025 07:18,Wednesday,7,3,Morning,3,March,1
INT2025_03_0174,hotel_08,website_chat,EN,info,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,27/03/2025 11:03,Thursday,11,4,Morning,3,March,1
INT2025_03_0175,hotel_12,instagram,NO,booking,medium,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,28/03/2025 11:38,Friday,11,5,Morning,3,March,1
INT2025_03_0190,hotel_unknown,instagram,NO,technical_issue,medium,,,,,,,04/03/2025 16:48,Tuesday,16,2,Afternoon,3,March,1
INT2025_03_0177,hotel_07,email,EN,complaint,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,29/03/2025 14:08,Saturday,14,6,Afternoon,3,March,1
INT2025_03_0196,hotel_unknown,facebook,NO,service_request,medium,,,,,,,07/03/2025 13:03,Friday,13,5,Afternoon,3,March,1
INT2025_03_0180,hotel_10,instagram,EN,spa_reservation,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,30/03/2025 16:13,Sunday,16,0,Afternoon,3,March,1
INT2025_03_0181,hotel_03,facebook,NO,technical_issue,medium,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,31/03/2025 07:32,Monday,7,1,Morning,3,March,1
INT2025_03_0222,hotel_unknown,email,EN,spa_reservation,simple,,,,,,,20/03/2025 08:43,Thursday,8,4,Morning,3,March,1
INT2025_03_0184,hotel_11,website_chat,NO,booking,medium,Ålesund View Hotel,Ålesund,Norway,city,100,Large,01/03/2025 10:38,Saturday,10,6,Morning,3,March,1
INT2025_03_0186,hotel_02,facebook,EN,check_out,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,02/03/2025 13:08,Sunday,13,0,Afternoon,3,March,1
INT2025_07_0043,hotel_unknown,website_chat,N/A,service_request,medium,,,,,,,24/07/2025 10:07,Thursday,10,4,Morning,7,July,3
INT2025_03_0189,hotel_04,website_chat,EN,spa_reservation,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,04/03/2025 15:33,Tuesday,15,2,Afternoon,3,March,1
INT2025_03_0192,hotel_07,email,EN,check_in,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,05/03/2025 08:43,Wednesday,8,3,Morning,3,March,1
INT2025_07_0190,hotel_unknown,instagram,N/A,technical_issue,medium,,,,,,,04/07/2025 17:02,Friday,17,5,Afternoon,7,July,3
INT2025_03_0199,hotel_09,website_chat,NO,check_out,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,09/03/2025 16:08,Sunday,16,0,Afternoon,3,March,1
INT2025_07_0226,hotel_unknown,facebook,N/A,booking,medium,,,,,,,22/07/2025 13:17,Tuesday,13,2,Afternoon,7,July,3
INT2025_03_0201,hotel_08,facebook,EN,booking,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,10/03/2025 07:18,Monday,7,1,Morning,3,March,1
INT2025_03_0202,hotel_12,email,NO,complaint,medium,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,10/03/2025 08:33,Monday,8,1,Morning,3,March,1
INT2025_03_0205,hotel_05,instagram,NO,service_request,medium,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,12/03/2025 11:38,Wednesday,11,3,Morning,3,March,1
INT2025_07_0241,hotel_unknown,facebook,N/A,check_in,medium,,,,,,,30/07/2025 07:46,Wednesday,7,3,Morning,7,July,3
INT2025_03_0207,hotel_10,email,EN,technical_issue,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,13/03/2025 14:08,Thursday,14,4,Afternoon,3,March,1
INT2025_07_0247,hotel_unknown,email,N/A,service_request,medium,,,,,,,02/07/2025 13:57,Wednesday,13,3,Afternoon,7,July,3
INT2025_03_0210,hotel_06,instagram,EN,check_out,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,14/03/2025 16:13,Friday,16,5,Afternoon,3,March,1
INT2025_03_0211,hotel_11,facebook,NO,complaint,medium,Ålesund View Hotel,Ålesund,Norway,city,100,Large,15/03/2025 07:32,Saturday,7,6,Morning,3,March,1
INT2025_07_0268,hotel_unknown,website_chat,N/A,booking,medium,,,,,,,12/07/2025 14:57,Saturday,14,6,Afternoon,7,July,3
INT2025_03_0214,hotel_08,website_chat,NO,spa_reservation,medium,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,16/03/2025 10:38,Sunday,10,0,Morning,3,March,1
INT2025_07_0280,hotel_unknown,instagram,N/A,service_request,medium,,,,,,,18/07/2025 17:02,Friday,17,5,Afternoon,7,July,3
INT2025_03_0216,hotel_04,facebook,EN,check_in,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,17/03/2025 13:08,Monday,13,1,Afternoon,3,March,1
INT2025_03_0217,hotel_07,email,NO,info,medium,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,18/03/2025 13:43,Tuesday,13,2,Afternoon,3,March,1
INT2025_07_0295,hotel_unknown,instagram,N/A,complaint,medium,,,,,,,26/07/2025 11:52,Saturday,11,6,Morning,7,July,3
INT2025_03_0219,hotel_05,website_chat,EN,complaint,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,19/03/2025 15:33,Wednesday,15,3,Afternoon,3,March,1
INT2025_07_0310,hotel_unknown,instagram,N/A,booking,medium,,,,,,,02/07/2025 17:02,Wednesday,17,3,Afternoon,7,July,3
INT2025_03_0225,hotel_09,instagram,EN,info,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,22/03/2025 11:48,Saturday,11,6,Morning,3,March,1
INT2025_03_0226,hotel_02,facebook,NO,booking,medium,Oslo City Hotel,Oslo,Norway,city,180,Large,22/03/2025 13:03,Saturday,13,6,Afternoon,3,March,1
INT2025_07_0451,hotel_unknown,facebook,N/A,check_in,medium,,,,,,,11/07/2025 07:43,Friday,7,5,Morning,7,July,3
INT2025_03_0231,hotel_07,facebook,EN,spa_reservation,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,25/03/2025 07:18,Tuesday,7,2,Morning,3,March,1
INT2025_03_0234,hotel_10,website_chat,EN,booking,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,26/03/2025 11:03,Wednesday,11,3,Morning,3,March,1
INT2025_03_0235,hotel_03,instagram,NO,check_out,medium,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,27/03/2025 11:38,Thursday,11,4,Morning,3,March,1
INT2025_03_0193,hotel_09,website_chat,NO,booking,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,06/03/2025 09:58,Thursday,9,4,Morning,3,March,1
INT2025_03_0163,hotel_04,website_chat,NO,spa_reservation,medium,Northern Lights Resort,Tromsø,Norway,resort,120,Large,22/03/2025 09:58,Saturday,9,6,Morning,3,March,1
INT2025_03_0168,hotel_03,website_chat,EN,complaint,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,24/03/2025 14:53,Monday,14,1,Afternoon,3,March,1
INT2025_03_0183,hotel_06,website_chat,EN,info,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,01/03/2025 10:03,Saturday,10,6,Morning,3,March,1
INT2025_07_0184,hotel_unknown,website_chat,N/A,booking,medium,,,,,,,01/07/2025 10:52,Tuesday,10,2,Morning,7,July,3
INT2025_07_0199,hotel_unknown,website_chat,N/A,check_out,medium,,,,,,,09/07/2025 16:22,Wednesday,16,3,Afternoon,7,July,3
INT2025_03_0198,hotel_11,website_chat,EN,technical_issue,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,08/03/2025 14:53,Saturday,14,6,Afternoon,3,March,1
INT2025_03_0208,hotel_03,website_chat,NO,info,medium,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,13/03/2025 14:43,Thursday,14,4,Afternoon,3,March,1
INT2025_03_0195,hotel_03,instagram,EN,service_request,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,07/03/2025 11:48,Friday,11,5,Morning,3,March,1
INT2025_03_0220,hotel_10,instagram,NO,service_request,medium,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,19/03/2025 16:48,Wednesday,16,3,Afternoon,3,March,1
INT2025_03_0153,hotel_09,website_chat,EN,service_request,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,17/03/2025 10:03,Monday,10,1,Morning,3,March,1
INT2025_03_0178,hotel_09,website_chat,NO,service_request,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,29/03/2025 14:43,Saturday,14,6,Afternoon,3,March,1
INT2025_03_0237,hotel_06,email,EN,service_request,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,28/03/2025 14:08,Friday,14,5,Afternoon,3,March,1
INT2025_07_0229,hotel_unknown,website_chat,N/A,service_request,medium,,,,,,,24/07/2025 16:22,Thursday,16,4,Afternoon,7,July,3
INT2025_03_0312,hotel_09,email,EN,service_request,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,03/03/2025 08:43,Monday,8,1,Morning,3,March,1
INT2025_03_0240,hotel_02,instagram,EN,technical_issue,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,29/03/2025 16:13,Saturday,16,6,Afternoon,3,March,1
INT2025_03_0241,hotel_08,facebook,NO,check_in,medium,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,30/03/2025 07:32,Sunday,7,0,Morning,3,March,1
INT2025_03_0244,hotel_07,website_chat,NO,complaint,medium,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,31/03/2025 10:38,Monday,10,1,Morning,3,March,1
INT2025_03_0247,hotel_unknown,email,NO,service_request,medium,,,,,,,02/03/2025 13:43,Sunday,13,0,Afternoon,3,March,1
INT2025_03_0249,hotel_unknown,website_chat,EN,technical_issue,simple,,,,,,,03/03/2025 15:33,Monday,15,1,Afternoon,3,March,1
INT2025_03_0250,hotel_06,instagram,NO,info,medium,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,03/03/2025 16:48,Monday,16,1,Afternoon,3,March,1
INT2025_03_0252,hotel_09,email,EN,check_in,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,04/03/2025 08:43,Tuesday,8,2,Morning,3,March,1
INT2025_03_0246,hotel_05,facebook,EN,service_request,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,01/03/2025 13:08,Saturday,13,6,Afternoon,3,March,1
INT2025_03_0255,hotel_12,instagram,EN,service_request,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,06/03/2025 11:48,Thursday,11,4,Morning,3,March,1
INT2025_03_0256,hotel_04,facebook,NO,spa_reservation,medium,Northern Lights Resort,Tromsø,Norway,resort,120,Large,06/03/2025 13:03,Thursday,13,4,Afternoon,3,March,1
INT2025_03_0276,hotel_unknown,facebook,EN,check_in,simple,,,,,,,16/03/2025 13:08,Sunday,13,0,Afternoon,3,March,1
INT2025_03_0259,hotel_05,website_chat,NO,info,medium,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,08/03/2025 16:08,Saturday,16,6,Afternoon,3,March,1
INT2025_03_0285,hotel_unknown,instagram,EN,booking,simple,,,,,,,21/03/2025 11:48,Friday,11,5,Morning,3,March,1
INT2025_03_0261,hotel_03,facebook,EN,complaint,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,09/03/2025 07:18,Sunday,7,0,Morning,3,March,1
INT2025_03_0262,hotel_unknown,email,NO,service_request,medium,,,,,,,09/03/2025 08:33,Sunday,8,0,Morning,3,March,1
INT2025_03_0264,hotel_11,website_chat,EN,spa_reservation,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,10/03/2025 11:03,Monday,11,1,Morning,3,March,1
INT2025_03_0265,hotel_09,instagram,NO,technical_issue,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,11/03/2025 11:38,Tuesday,11,2,Morning,3,March,1
INT2025_03_0316,hotel_unknown,facebook,NO,check_in,medium,,,,,,,05/03/2025 13:03,Wednesday,13,3,Afternoon,3,March,1
INT2025_03_0267,hotel_08,email,EN,info,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,12/03/2025 14:08,Wednesday,14,3,Afternoon,3,March,1
INT2025_03_0322,hotel_unknown,email,NO,service_request,medium,,,,,,,08/03/2025 08:33,Saturday,8,6,Morning,3,March,1
INT2025_03_0270,hotel_04,instagram,EN,complaint,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,13/03/2025 16:13,Thursday,16,4,Afternoon,3,March,1
INT2025_07_0466,hotel_unknown,facebook,N/A,check_in,medium,,,,,,,18/07/2025 13:14,Friday,13,5,Afternoon,7,July,3
INT2025_03_0274,hotel_10,website_chat,NO,technical_issue,medium,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,15/03/2025 10:38,Saturday,10,6,Morning,3,March,1
INT2025_03_0277,hotel_06,email,NO,booking,medium,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,17/03/2025 13:43,Monday,13,1,Afternoon,3,March,1
INT2025_07_0478,hotel_unknown,website_chat,N/A,complaint,medium,,,,,,,24/07/2025 14:59,Thursday,14,4,Afternoon,7,July,3
INT2025_03_0280,hotel_02,instagram,NO,service_request,medium,Oslo City Hotel,Oslo,Norway,city,180,Large,18/03/2025 16:48,Tuesday,16,2,Afternoon,3,March,1
INT2025_07_0493,hotel_unknown,website_chat,N/A,booking,medium,,,,,,,01/07/2025 09:54,Tuesday,9,2,Morning,7,July,3
INT2025_03_0282,hotel_12,email,EN,technical_issue,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,19/03/2025 08:43,Wednesday,8,3,Morning,3,March,1
INT2025_07_0520,hotel_unknown,instagram,N/A,complaint,medium,,,,,,,14/07/2025 16:29,Monday,16,1,Afternoon,7,July,3
INT2025_03_0286,hotel_07,facebook,NO,complaint,medium,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,21/03/2025 13:03,Friday,13,5,Afternoon,3,March,1
INT2025_07_0535,hotel_unknown,instagram,N/A,booking,medium,,,,,,,22/07/2025 11:24,Tuesday,11,2,Morning,7,July,3
INT2025_03_0289,hotel_03,website_chat,NO,spa_reservation,medium,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,23/03/2025 16:08,Sunday,16,0,Afternoon,3,March,1
INT2025_07_0547,hotel_unknown,email,N/A,service_request,medium,,,,,,,28/07/2025 14:09,Monday,14,1,Afternoon,7,July,3
INT2025_03_0291,hotel_06,facebook,EN,check_in,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,24/03/2025 07:18,Monday,7,1,Morning,3,March,1
INT2025_03_0292,hotel_11,email,NO,info,medium,Ålesund View Hotel,Ålesund,Norway,city,100,Large,24/03/2025 08:33,Monday,8,1,Morning,3,March,1
INT2025_03_0294,hotel_02,website_chat,EN,check_out,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,25/03/2025 11:03,Tuesday,11,2,Morning,3,March,1
INT2025_03_0295,hotel_08,instagram,NO,complaint,medium,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,26/03/2025 11:38,Wednesday,11,3,Morning,3,March,1
INT2025_03_0297,hotel_04,email,EN,service_request,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,27/03/2025 14:08,Thursday,14,4,Afternoon,3,March,1
INT2025_03_0300,hotel_05,instagram,EN,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,28/03/2025 16:13,Friday,16,5,Afternoon,3,March,1
INT2025_03_0301,hotel_10,facebook,NO,booking,medium,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,29/03/2025 07:32,Saturday,7,6,Morning,3,March,1
INT2025_08_0091,hotel_unknown,facebook,N/A,booking,medium,,,,,,,17/08/2025 07:53,Sunday,7,0,Morning,8,August,3
INT2025_03_0306,hotel_09,facebook,EN,spa_reservation,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,31/03/2025 13:08,Monday,13,1,Afternoon,3,March,1
INT2025_03_0307,hotel_02,email,NO,technical_issue,medium,Oslo City Hotel,Oslo,Norway,city,180,Large,01/03/2025 13:43,Saturday,13,6,Afternoon,3,March,1
INT2025_08_0106,hotel_unknown,facebook,N/A,info,medium,,,,,,,24/08/2025 13:24,Sunday,13,0,Afternoon,8,August,3
INT2025_03_0309,hotel_12,website_chat,EN,info,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,02/03/2025 15:33,Sunday,15,0,Afternoon,3,March,1
INT2025_03_0310,hotel_04,instagram,NO,booking,medium,Northern Lights Resort,Tromsø,Norway,resort,120,Large,02/03/2025 16:48,Sunday,16,0,Afternoon,3,March,1
INT2025_08_0121,hotel_unknown,facebook,N/A,spa_reservation,medium,,,,,,,01/08/2025 07:53,Friday,7,5,Morning,8,August,3
INT2025_03_0315,hotel_03,instagram,EN,technical_issue,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,05/03/2025 11:48,Wednesday,11,3,Morning,3,March,1
INT2025_08_0148,hotel_unknown,website_chat,N/A,check_in,medium,,,,,,,14/08/2025 15:04,Thursday,15,4,Afternoon,8,August,3
INT2025_03_0319,hotel_09,website_chat,NO,check_out,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,07/03/2025 16:08,Friday,16,5,Afternoon,3,March,1
INT2025_03_0238,hotel_11,website_chat,NO,service_request,medium,Ålesund View Hotel,Ålesund,Norway,city,100,Large,28/03/2025 14:43,Friday,14,5,Afternoon,3,March,1
INT2025_03_0258,hotel_09,website_chat,EN,check_out,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,07/03/2025 14:53,Friday,14,5,Afternoon,3,March,1
INT2025_03_0243,hotel_04,website_chat,EN,booking,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,31/03/2025 10:03,Monday,10,1,Morning,3,March,1
INT2025_03_0253,hotel_02,website_chat,NO,complaint,medium,Oslo City Hotel,Oslo,Norway,city,180,Large,05/03/2025 09:58,Wednesday,9,3,Morning,3,March,1
INT2025_03_0268,hotel_unknown,website_chat,NO,booking,medium,,,,,,,12/03/2025 14:43,Wednesday,14,3,Afternoon,3,March,1
INT2025_03_0303,hotel_unknown,website_chat,EN,complaint,simple,,,,,,,30/03/2025 10:03,Sunday,10,0,Morning,3,March,1
INT2025_03_0273,hotel_05,website_chat,EN,spa_reservation,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,15/03/2025 10:03,Saturday,10,6,Morning,3,March,1
INT2025_07_0469,hotel_unknown,website_chat,N/A,check_out,medium,,,,,,,20/07/2025 16:19,Sunday,16,0,Afternoon,7,July,3
INT2025_03_0283,hotel_04,website_chat,NO,check_out,medium,Northern Lights Resort,Tromsø,Norway,resort,120,Large,20/03/2025 09:58,Thursday,9,4,Morning,3,March,1
INT2025_03_0288,hotel_10,website_chat,EN,service_request,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,22/03/2025 14:53,Saturday,14,6,Afternoon,3,March,1
INT2025_03_0271,hotel_07,facebook,NO,service_request,medium,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,14/03/2025 07:32,Friday,7,5,Morning,3,March,1
INT2025_03_0279,hotel_09,website_chat,EN,service_request,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,18/03/2025 15:33,Tuesday,15,2,Afternoon,3,March,1
INT2025_07_0562,hotel_unknown,email,N/A,service_request,medium,,,,,,,04/07/2025 09:04,Friday,9,5,Morning,7,July,3
INT2025_03_0304,hotel_06,website_chat,NO,service_request,medium,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,30/03/2025 10:38,Sunday,10,0,Morning,3,March,1
INT2025_03_0321,hotel_08,facebook,EN,service_request,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,08/03/2025 07:18,Saturday,7,6,Morning,3,March,1
INT2025_03_0324,hotel_04,website_chat,EN,technical_issue,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,09/03/2025 11:03,Sunday,11,0,Morning,3,March,1
INT2025_03_0325,hotel_07,instagram,NO,info,medium,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,10/03/2025 11:38,Monday,11,1,Morning,3,March,1
INT2025_03_0340,hotel_09,instagram,NO,technical_issue,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,17/03/2025 16:48,Monday,16,1,Afternoon,3,March,1
INT2025_03_0327,hotel_05,email,EN,booking,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,11/03/2025 14:08,Tuesday,14,2,Afternoon,3,March,1
INT2025_03_0331,hotel_06,facebook,NO,spa_reservation,medium,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,13/03/2025 07:32,Thursday,7,4,Morning,3,March,1
INT2025_03_0337,hotel_04,email,NO,service_request,medium,Northern Lights Resort,Tromsø,Norway,resort,120,Large,16/03/2025 13:43,Sunday,13,0,Afternoon,3,March,1
INT2025_03_0334,hotel_02,website_chat,NO,info,medium,Oslo City Hotel,Oslo,Norway,city,180,Large,14/03/2025 10:38,Friday,10,5,Morning,3,March,1
INT2025_04_0031,hotel_09,facebook,NO,check_in,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,18/04/2025 07:46,Friday,7,5,Morning,4,April,2
INT2025_03_0336,hotel_12,facebook,EN,complaint,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,15/03/2025 13:08,Saturday,13,6,Afternoon,3,March,1
INT2025_03_0330,hotel_unknown,instagram,EN,service_request,simple,,,,,,,12/03/2025 16:13,Wednesday,16,3,Afternoon,3,March,1
INT2025_03_0339,hotel_07,website_chat,EN,spa_reservation,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,17/03/2025 15:33,Monday,15,1,Afternoon,3,March,1
INT2025_04_0014,hotel_unknown,instagram,NO,service_request,simple,,,,,,,09/04/2025 10:48,Wednesday,10,3,Morning,4,April,2
INT2025_03_0342,hotel_10,email,EN,info,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,18/03/2025 08:43,Tuesday,8,2,Morning,3,March,1
INT2025_04_0018,hotel_unknown,website_chat,EN,technical_issue,complex,,,,,,,11/04/2025 14:26,Friday,14,5,Afternoon,4,April,2
INT2025_03_0345,hotel_06,instagram,EN,check_out,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,20/03/2025 11:48,Thursday,11,4,Morning,3,March,1
INT2025_04_0024,hotel_unknown,website_chat,EN,booking,simple,,,,,,,14/04/2025 11:04,Monday,11,1,Morning,4,April,2
INT2025_03_0349,hotel_08,website_chat,NO,technical_issue,medium,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,22/03/2025 16:08,Saturday,16,6,Afternoon,3,March,1
INT2025_04_0034,hotel_unknown,website_chat,NO,info,simple,,,,,,,19/04/2025 10:51,Saturday,10,6,Morning,4,April,2
INT2025_04_0001,hotel_01,email,NO,info,simple,The Well,Sandvika,Norway,spa,231,Large,01/04/2025 07:22,Tuesday,7,2,Morning,4,April,2
INT2025_04_0002,hotel_03,website_chat,EN,booking,complex,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,01/04/2025 08:01,Tuesday,8,2,Morning,4,April,2
INT2025_04_0003,hotel_05,website_chat,NO,service_request,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,02/04/2025 09:14,Wednesday,9,3,Morning,4,April,2
INT2025_04_0004,hotel_07,instagram,EN,complaint,complex,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,02/04/2025 10:36,Wednesday,10,3,Morning,4,April,2
INT2025_04_0005,hotel_02,email,NO,check_in,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,03/04/2025 11:49,Thursday,11,4,Morning,4,April,2
INT2025_04_0050,hotel_unknown,instagram,EN,check_out,complex,,,,,,,27/04/2025 16:45,Sunday,16,0,Afternoon,4,April,2
INT2025_04_0008,hotel_09,website_chat,NO,technical_issue,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,05/04/2025 14:08,Saturday,14,6,Afternoon,4,April,2
INT2025_04_0009,hotel_12,website_chat,EN,info,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,06/04/2025 16:19,Sunday,16,0,Afternoon,4,April,2
INT2025_08_0163,hotel_unknown,website_chat,N/A,spa_reservation,medium,,,,,,,22/08/2025 10:19,Friday,10,5,Morning,8,August,3
