"interaction_id","timestamp","hotel_id","channel","language","request_type","complexity","hotel_name","city","country","hotel_type","rooms","handled_by","response_time_s","resolved"
"INT2025_03_0270","2025-03-13 16:13:00","hotel_04","instagram","EN","complaint","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",14,"TRUE"
"INT2025_07_0466","2025-07-18 13:14:00","hotel_unknown","facebook","N/A","check_in","medium","","","","","","AI",40,"TRUE"
"INT2025_03_0274","2025-03-15 10:38:00","hotel_10","website_chat","NO","technical_issue","medium","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"Human",390,"TRUE"
"INT2025_03_0277","2025-03-17 13:43:00","hotel_06","email","NO","booking","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"Human",450,"TRUE"
"INT2025_03_0280","2025-03-18 16:48:00","hotel_02","instagram","NO","service_request","medium","Oslo City Hotel","Oslo","Norway","city",180,"AI",13,"TRUE"
"INT2025_07_0493","2025-07-01 09:54:00","hotel_unknown","website_chat","N/A","booking","medium","","","","","","AI",49,"TRUE"
"INT2025_03_0282","2025-03-19 08:43:00","hotel_12","email","EN","technical_issue","simple","Geilo Alpine Resort","Geilo","Norway","resort",170,"Human",520,"FALSE"
"INT2025_07_0520","2025-07-14 16:29:00","hotel_unknown","instagram","N/A","complaint","medium","","","","","","AI",42,"TRUE"
"INT2025_03_0286","2025-03-21 13:03:00","hotel_07","facebook","NO","complaint","medium","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",47,"TRUE"
"INT2025_03_0289","2025-03-23 16:08:00","hotel_03","website_chat","NO","spa_reservation","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"Human",600,"FALSE"
"INT2025_07_0547","2025-07-28 14:09:00","hotel_unknown","email","N/A","service_request","medium","","","","","","AI",50,"TRUE"
"INT2025_03_0291","2025-03-24 07:18:00","hotel_06","facebook","EN","check_in","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"AI",40,"TRUE"
"INT2025_03_0292","2025-03-24 08:33:00","hotel_11","email","NO","info","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"Human",460,"FALSE"
"INT2025_03_0294","2025-03-25 11:03:00","hotel_02","website_chat","EN","check_out","simple","Oslo City Hotel","Oslo","Norway","city",180,"Human",340,"TRUE"
"INT2025_03_0295","2025-03-26 11:38:00","hotel_08","instagram","NO","complaint","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",16,"TRUE"
"INT2025_03_0297","2025-03-27 14:08:00","hotel_04","email","EN","service_request","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"Human",410,"TRUE"
"INT2025_08_0121","2025-08-01 07:53:00","hotel_unknown","facebook","N/A","spa_reservation","medium","","","","","","AI",39,"TRUE"
"INT2025_03_0238","2025-03-28 14:43:00","hotel_11","website_chat","NO","service_request","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"AI",21,"TRUE"
"INT2025_03_0258","2025-03-07 14:53:00","hotel_09","website_chat","EN","check_out","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",19,"TRUE"
"INT2025_03_0243","2025-03-31 10:03:00","hotel_04","website_chat","EN","booking","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",18,"TRUE"
"INT2025_03_0253","2025-03-05 09:58:00","hotel_02","website_chat","NO","complaint","medium","Oslo City Hotel","Oslo","Norway","city",180,"AI",17,"TRUE"
"INT2025_03_0268","2025-03-12 14:43:00","hotel_unknown","website_chat","NO","booking","medium","","","","","","AI",18,"TRUE"
"INT2025_03_0273","2025-03-15 10:03:00","hotel_05","website_chat","EN","spa_reservation","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",22,"TRUE"
"INT2025_03_0283","2025-03-20 09:58:00","hotel_04","website_chat","NO","check_out","medium","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",23,"TRUE"
"INT2025_03_0288","2025-03-22 14:53:00","hotel_10","website_chat","EN","service_request","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",18,"TRUE"
"INT2025_03_0271","2025-03-14 07:32:00","hotel_07","facebook","NO","service_request","medium","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",60,"TRUE"
"INT2025_03_0279","2025-03-18 15:33:00","hotel_09","website_chat","EN","service_request","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",330,"TRUE"
"INT2025_04_0031","2025-04-18 07:46:00","hotel_09","facebook","NO","check_in","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",20,"TRUE"
"INT2025_04_0014","2025-04-09 10:48:00","hotel_unknown","instagram","NO","service_request","simple","","","","","","AI",11,"TRUE"
"INT2025_04_0018","2025-04-11 14:26:00","hotel_unknown","website_chat","EN","technical_issue","complex","","","","","","Human",340,"TRUE"
"INT2025_04_0024","2025-04-14 11:04:00","hotel_unknown","website_chat","EN","booking","simple","","","","","","AI",13,"TRUE"
"INT2025_04_0034","2025-04-19 10:51:00","hotel_unknown","website_chat","NO","info","simple","","","","","","AI",14,"TRUE"
"INT2025_04_0001","2025-04-01 07:22:00","hotel_01","email","NO","info","simple","The Well","Sandvika","Norway","spa",231,"AI",5.9,"TRUE"
"INT2025_04_0002","2025-04-01 08:01:00","hotel_03","website_chat","EN","booking","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"AI",35.7,"TRUE"
"INT2025_04_0003","2025-04-02 09:14:00","hotel_05","website_chat","NO","service_request","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",8.6,"TRUE"
"INT2025_04_0004","2025-04-02 10:36:00","hotel_07","instagram","EN","complaint","complex","Trondheim Central Hotel","Trondheim","Norway","city",140,"Human",342.1,"TRUE"
"INT2025_04_0005","2025-04-03 11:49:00","hotel_02","email","NO","check_in","simple","Oslo City Hotel","Oslo","Norway","city",180,"AI",6.8,"TRUE"
"INT2025_04_0050","2025-04-27 16:45:00","hotel_unknown","instagram","EN","check_out","complex","","","","","","AI",18,"TRUE"
"INT2025_04_0008","2025-04-05 14:08:00","hotel_09","website_chat","NO","technical_issue","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",480,"TRUE"
"INT2025_04_0009","2025-04-06 16:19:00","hotel_12","website_chat","EN","info","simple","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI","","FALSE"
"INT2025_04_0007","2025-04-04 13:27:00","hotel_10","facebook","EN","spa_reservation","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"Human",198.3,"TRUE"
"INT2025_04_0010","2025-04-07 18:25:00","hotel_06","email","EN","booking","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"Human",615,"TRUE"
"INT2025_04_0011","2025-04-08 07:49:00","hotel_08","facebook","NO","info","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",15,"TRUE"
"INT2025_04_0013","2025-04-09 09:35:00","hotel_03","website_chat","EN","complaint","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"Human",300,"TRUE"
"INT2025_08_0250","2025-08-03 17:09:00","hotel_unknown","instagram","N/A","info","medium","","","","","","AI",36,"TRUE"
"INT2025_04_0016","2025-04-10 12:59:00","hotel_07","email","EN","info","complex","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",9,"TRUE"
"INT2025_04_0017","2025-04-11 13:44:00","hotel_02","facebook","NO","spa_reservation","simple","Oslo City Hotel","Oslo","Norway","city",180,"AI",38,"TRUE"
"INT2025_08_0268","2025-08-12 15:04:00","hotel_unknown","website_chat","N/A","booking","medium","","","","","","AI",37,"TRUE"
"INT2025_08_0292","2025-08-24 08:54:00","hotel_unknown","email","N/A","info","medium","","","","","","AI",82,"TRUE"
"INT2025_04_0023","2025-04-14 09:48:00","hotel_03","email","NO","check_out","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"Human",450,"FALSE"
"INT2025_08_0307","2025-08-01 14:04:00","hotel_unknown","email","N/A","technical_issue","medium","","","","","","Human",330,"TRUE"
"INT2025_08_0322","2025-08-08 08:54:00","hotel_unknown","email","N/A","service_request","medium","","","","","","Human",430,"TRUE"
"INT2025_04_0029","2025-04-17 15:29:00","hotel_02","website_chat","NO","booking","simple","Oslo City Hotel","Oslo","Norway","city",180,"AI",16,"TRUE"
"INT2025_04_0030","2025-04-17 16:21:00","hotel_06","instagram","EN","complaint","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"Human",500,"FALSE"
"INT2025_08_0355","2025-08-25 11:59:00","hotel_unknown","instagram","N/A","service_request","medium","","","","","","AI",94,"TRUE"
"INT2025_04_0035","2025-04-20 12:05:00","hotel_07","instagram","EN","spa_reservation","complex","Trondheim Central Hotel","Trondheim","Norway","city",140,"Human",320,"TRUE"
"INT2025_04_0037","2025-04-21 13:55:00","hotel_11","email","NO","booking","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"AI",45,"TRUE"
"INT2025_04_0038","2025-04-21 15:11:00","hotel_03","website_chat","EN","check_out","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"Human",480,"FALSE"
"INT2025_08_0370","2025-08-01 17:09:00","hotel_unknown","instagram","N/A","complaint","medium","","","","","","Human",380,"TRUE"
"INT2025_04_0040","2025-04-22 16:39:00","hotel_06","instagram","NO","info","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"Human",360,"TRUE"
"INT2025_04_0043","2025-04-24 10:00:00","hotel_12","website_chat","NO","service_request","medium","Geilo Alpine Resort","Geilo","Norway","resort",170,"Human",430,"TRUE"
"INT2025_08_0388","2025-08-10 15:04:00","hotel_unknown","website_chat","N/A","service_request","medium","","","","","","Human",360,"TRUE"
"INT2025_04_0046","2025-04-25 13:06:00","hotel_07","facebook","NO","check_in","medium","Trondheim Central Hotel","Trondheim","Norway","city",140,"Human",300,"TRUE"
"INT2025_04_0047","2025-04-26 13:40:00","hotel_05","email","EN","info","complex","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",11,"TRUE"
"INT2025_04_0052","2025-04-28 08:39:00","hotel_11","email","NO","service_request","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"AI",23,"TRUE"
"INT2025_04_0053","2025-04-29 09:55:00","hotel_09","website_chat","EN","spa_reservation","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",37,"TRUE"
"INT2025_04_0021","2025-04-13 17:18:00","hotel_04","website_chat","EN","complaint","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",19,"TRUE"
"INT2025_04_0026","2025-04-15 12:53:00","hotel_05","website_chat","NO","spa_reservation","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",8,"TRUE"
"INT2025_04_0033","2025-04-19 09:33:00","hotel_04","website_chat","EN","service_request","medium","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"Human",410,"TRUE"
"INT2025_08_0364","2025-08-29 10:59:00","hotel_unknown","website_chat","N/A","spa_reservation","medium","","","","","","AI",90,"TRUE"
"INT2025_04_0020","2025-04-12 16:49:00","hotel_11","email","NO","service_request","simple","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"Human",380,"TRUE"
"INT2025_04_0041","2025-04-23 07:28:00","hotel_02","facebook","EN","service_request","complex","Oslo City Hotel","Oslo","Norway","city",180,"AI",22,"TRUE"
"INT2025_04_0074","2025-04-09 10:40:00","hotel_09","website_chat","EN","complaint","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",480,"FALSE"
"INT2025_04_0055","2025-04-30 11:45:00","hotel_08","instagram","NO","info","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",16,"TRUE"
"INT2025_04_0056","2025-04-30 13:00:00","hotel_12","facebook","EN","booking","complex","Geilo Alpine Resort","Geilo","Norway","resort",170,"Human",330,"TRUE"
"INT2025_04_0058","2025-04-01 14:50:00","hotel_07","website_chat","NO","complaint","medium","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",55,"TRUE"
"INT2025_04_0101","2025-04-23 07:34:00","hotel_09","facebook","EN","check_in","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",300,"TRUE"
"INT2025_04_0061","2025-04-03 07:39:00","hotel_10","facebook","NO","spa_reservation","medium","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"Human",380,"TRUE"
"INT2025_04_0062","2025-04-03 08:55:00","hotel_03","email","EN","technical_issue","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"AI",24,"TRUE"
"INT2025_04_0065","2025-04-05 12:00:00","hotel_11","instagram","EN","check_out","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"AI",15,"TRUE"
"INT2025_04_0071","2025-04-08 07:34:00","hotel_unknown","facebook","EN","technical_issue","complex","","","","","","Human",430,"TRUE"
"INT2025_04_0068","2025-04-06 15:05:00","hotel_08","website_chat","EN","check_in","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",57,"TRUE"
"INT2025_04_0077","2025-04-11 13:45:00","hotel_unknown","email","EN","service_request","complex","","","","","","AI",13,"TRUE"
"INT2025_04_0070","2025-04-07 16:55:00","hotel_04","instagram","NO","spa_reservation","medium","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",20,"TRUE"
"INT2025_04_0104","2025-04-24 10:40:00","hotel_unknown","website_chat","EN","spa_reservation","complex","","","","","","Human",480,"FALSE"
"INT2025_04_0124","2025-04-04 10:45:00","hotel_unknown","website_chat","NO","check_in","medium","","","","","","AI",15,"TRUE"
"INT2025_04_0079","2025-04-12 16:15:00","hotel_11","website_chat","NO","technical_issue","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"Human",500,"FALSE"
"INT2025_04_0080","2025-04-12 16:50:00","hotel_09","instagram","EN","check_in","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",21,"TRUE"
"INT2025_04_0130","2025-04-07 16:55:00","hotel_unknown","instagram","NO","technical_issue","medium","","","","","","Human",540,"FALSE"
"INT2025_04_0082","2025-04-13 08:40:00","hotel_08","email","NO","booking","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",26,"TRUE"
"INT2025_04_0083","2025-04-14 09:55:00","hotel_12","website_chat","EN","complaint","complex","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",42,"TRUE"
"INT2025_08_0406","2025-08-19 13:14:00","hotel_unknown","facebook","N/A","spa_reservation","medium","","","","","","Human",380,"TRUE"
"INT2025_04_0086","2025-04-15 13:00:00","hotel_05","facebook","EN","service_request","complex","Bergen Harbor Hotel","Bergen","Norway","city",160,"Human",600,"FALSE"
"INT2025_04_0089","2025-04-17 15:35:00","hotel_03","website_chat","EN","info","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"Human",430,"TRUE"
"INT2025_04_0091","2025-04-18 07:39:00","hotel_06","facebook","NO","booking","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"Human",330,"TRUE"
"INT2025_04_0092","2025-04-18 08:55:00","hotel_11","email","EN","complaint","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"AI",14,"TRUE"
"INT2025_04_0094","2025-04-19 10:45:00","hotel_02","website_chat","NO","service_request","medium","Oslo City Hotel","Oslo","Norway","city",180,"Human",520,"FALSE"
"INT2025_04_0095","2025-04-20 12:00:00","hotel_08","instagram","EN","spa_reservation","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",23,"TRUE"
"INT2025_04_0097","2025-04-21 13:50:00","hotel_04","email","NO","check_out","medium","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",27,"TRUE"
"INT2025_09_0121","2025-09-03 08:05:00","hotel_unknown","facebook","N/A","spa_reservation","medium","","","","","","AI",56,"TRUE"
"INT2025_04_0100","2025-04-22 16:55:00","hotel_07","instagram","NO","complaint","medium","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",19,"TRUE"
"INT2025_04_0106","2025-04-25 13:10:00","hotel_11","facebook","NO","info","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"Human",380,"TRUE"
"INT2025_04_0107","2025-04-26 13:45:00","hotel_09","email","EN","booking","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",28,"TRUE"
"INT2025_04_0109","2025-04-27 16:15:00","hotel_08","website_chat","NO","complaint","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"Human",430,"TRUE"
"INT2025_04_0112","2025-04-28 08:40:00","hotel_07","email","NO","spa_reservation","medium","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",27,"TRUE"
"INT2025_04_0113","2025-04-29 09:55:00","hotel_05","website_chat","EN","technical_issue","complex","Bergen Harbor Hotel","Bergen","Norway","city",160,"Human",320,"TRUE"
"INT2025_04_0116","2025-04-30 13:00:00","hotel_03","facebook","EN","booking","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"AI",10,"TRUE"
"INT2025_09_0250","2025-09-07 17:21:00","hotel_unknown","instagram","N/A","info","medium","","","","","","AI",62,"TRUE"
"INT2025_09_0268","2025-09-16 15:16:00","hotel_unknown","website_chat","N/A","booking","medium","","","","","","AI",66,"TRUE"
"INT2025_04_0121","2025-04-03 07:39:00","hotel_02","facebook","NO","spa_reservation","medium","Oslo City Hotel","Oslo","Norway","city",180,"AI",22,"TRUE"
"INT2025_04_0122","2025-04-03 08:55:00","hotel_08","email","EN","technical_issue","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",37,"TRUE"
"INT2025_09_0292","2025-09-28 09:06:00","hotel_unknown","email","N/A","info","medium","","","","","","AI",92,"TRUE"
"INT2025_04_0125","2025-04-05 12:00:00","hotel_07","instagram","EN","booking","complex","Trondheim Central Hotel","Trondheim","Norway","city",140,"Human",330,"TRUE"
"INT2025_09_0307","2025-09-06 14:16:00","hotel_unknown","email","N/A","technical_issue","medium","","","","","","Human",330,"TRUE"
"INT2025_04_0128","2025-04-06 15:05:00","hotel_10","website_chat","EN","service_request","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"Human",380,"TRUE"
"INT2025_09_0322","2025-09-13 09:06:00","hotel_unknown","email","N/A","service_request","medium","","","","","","Human",430,"TRUE"
"INT2025_04_0131","2025-04-08 07:34:00","hotel_06","facebook","EN","check_out","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"AI",24,"TRUE"
"INT2025_09_0355","2025-09-30 12:11:00","hotel_unknown","instagram","N/A","service_request","medium","","","","","","AI",108,"TRUE"
"INT2025_04_0134","2025-04-09 10:40:00","hotel_02","website_chat","EN","complaint","complex","Oslo City Hotel","Oslo","Norway","city",180,"AI",16,"TRUE"
"INT2025_04_0137","2025-04-11 13:45:00","hotel_04","email","EN","service_request","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",55,"TRUE"
"INT2025_04_0064","2025-04-04 10:45:00","hotel_06","website_chat","NO","booking","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"Human",460,"FALSE"
"INT2025_04_0057","2025-04-01 14:15:00","hotel_04","email","N/A","check_in","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",12,"TRUE"
"INT2025_04_0098","2025-04-21 15:05:00","hotel_unknown","website_chat","EN","info","complex","","","","","","AI",44,"TRUE"
"INT2025_04_0073","2025-04-09 10:05:00","hotel_07","website_chat","NO","booking","medium","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",40,"TRUE"
"INT2025_04_0088","2025-04-16 14:50:00","hotel_10","website_chat","NO","technical_issue","medium","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",41,"TRUE"
"INT2025_04_0103","2025-04-24 10:05:00","hotel_03","website_chat","NO","service_request","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"AI",65,"TRUE"
"INT2025_04_0067","2025-04-06 13:50:00","hotel_02","email","NO","service_request","medium","Oslo City Hotel","Oslo","Norway","city",180,"AI",11,"TRUE"
"INT2025_04_0076","2025-04-10 13:10:00","hotel_03","facebook","NO","service_request","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"Human",320,"TRUE"
"INT2025_04_0085","2025-04-15 11:45:00","hotel_07","instagram","NO","service_request","medium","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",18,"TRUE"
"INT2025_08_0421","2025-08-27 07:53:00","hotel_unknown","facebook","N/A","service_request","medium","","","","","","Human",520,"FALSE"
"INT2025_04_0110","2025-04-27 16:50:00","hotel_12","instagram","EN","service_request","complex","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",20,"TRUE"
"INT2025_04_0119","2025-04-02 15:35:00","hotel_11","website_chat","EN","service_request","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"AI",16,"TRUE"
"INT2025_04_0059","2025-04-02 15:35:00","hotel_05","website_chat","EN","service_request","complex","Bergen Harbor Hotel","Bergen","Norway","city",160,"Human",520,"FALSE"
"INT2025_04_0136","2025-04-10 13:10:00","hotel_12","facebook","NO","service_request","medium","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",12,"TRUE"
"INT2025_04_0139","2025-04-12 16:15:00","hotel_05","website_chat","NO","technical_issue","medium","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",18,"TRUE"
"INT2025_04_0140","2025-04-12 16:50:00","hotel_07","instagram","EN","info","complex","Trondheim Central Hotel","Trondheim","Norway","city",140,"Human",370,"TRUE"
"INT2025_04_0164","2025-04-24 10:40:00","hotel_09","website_chat","EN","technical_issue","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",430,"TRUE"
"INT2025_04_0142","2025-04-13 08:40:00","hotel_03","email","NO","check_out","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"AI",41,"TRUE"
"INT2025_04_0161","2025-04-23 07:34:00","hotel_08","facebook","EN","service_request","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"Human",380,"TRUE"
"INT2025_04_0146","2025-04-15 13:00:00","hotel_09","facebook","EN","spa_reservation","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",330,"TRUE"
"INT2025_04_0170","2025-04-27 16:50:00","hotel_06","instagram","EN","service_request","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"AI",22,"TRUE"
"INT2025_04_0149","2025-04-17 15:35:00","hotel_12","website_chat","EN","info","complex","Geilo Alpine Resort","Geilo","Norway","resort",170,"Human",520,"FALSE"
"INT2025_04_0178","2025-04-01 14:50:00","hotel_09","website_chat","NO","service_request","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",40,"TRUE"
"INT2025_04_0151","2025-04-18 07:39:00","hotel_07","facebook","NO","complaint","medium","Trondheim Central Hotel","Trondheim","Norway","city",140,"Human",390,"TRUE"
"INT2025_04_0152","2025-04-18 08:55:00","hotel_05","email","EN","check_out","complex","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",23,"TRUE"
"INT2025_04_0187","2025-04-06 13:50:00","hotel_08","email","NO","service_request","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",28,"TRUE"
"INT2025_04_0154","2025-04-19 10:45:00","hotel_10","website_chat","NO","service_request","medium","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"Human",470,"FALSE"
"INT2025_04_0155","2025-04-20 12:00:00","hotel_03","instagram","EN","spa_reservation","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"AI",15,"TRUE"
"INT2025_04_0169","2025-04-27 16:15:00","hotel_unknown","website_chat","NO","check_in","medium","","","","","","Human",520,"FALSE"
"INT2025_04_0157","2025-04-21 13:50:00","hotel_06","email","NO","info","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"AI",11,"TRUE"
"INT2025_04_0182","2025-04-03 08:55:00","hotel_unknown","email","EN","check_in","complex","","","","","","AI",15,"TRUE"
"INT2025_04_0160","2025-04-22 16:55:00","hotel_02","instagram","NO","complaint","medium","Oslo City Hotel","Oslo","Norway","city",180,"AI",21,"TRUE"
"INT2025_04_0196","2025-04-10 13:10:00","hotel_unknown","facebook","NO","service_request","medium","","","","","","Human",380,"TRUE"
"INT2025_04_0166","2025-04-25 13:10:00","hotel_07","facebook","NO","info","medium","Trondheim Central Hotel","Trondheim","Norway","city",140,"Human",300,"TRUE"
"INT2025_04_0167","2025-04-26 13:45:00","hotel_10","email","EN","booking","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",14,"TRUE"
"INT2025_04_0209","2025-04-17 15:35:00","hotel_unknown","website_chat","EN","booking","complex","","","","","","Human",430,"TRUE"
"INT2025_04_0172","2025-04-28 08:40:00","hotel_09","email","NO","spa_reservation","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",26,"TRUE"
"INT2025_09_0370","2025-09-07 17:21:00","hotel_unknown","instagram","N/A","complaint","medium","","","","","","Human",380,"TRUE"
"INT2025_04_0175","2025-04-30 11:45:00","hotel_12","instagram","NO","booking","medium","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",19,"TRUE"
"INT2025_04_0176","2025-04-30 13:00:00","hotel_04","facebook","EN","check_out","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"Human",600,"FALSE"
"INT2025_09_0388","2025-09-16 15:16:00","hotel_unknown","website_chat","N/A","service_request","medium","","","","","","Human",360,"TRUE"
"INT2025_04_0181","2025-04-03 07:39:00","hotel_03","facebook","NO","technical_issue","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"Human",330,"TRUE"
"INT2025_04_0184","2025-04-04 10:45:00","hotel_11","website_chat","NO","booking","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"Human",520,"FALSE"
"INT2025_04_0185","2025-04-05 12:00:00","hotel_09","instagram","EN","complaint","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",24,"TRUE"
"INT2025_04_0193","2025-04-09 10:05:00","hotel_09","website_chat","NO","booking","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",66,"TRUE"
"INT2025_04_0148","2025-04-16 14:50:00","hotel_08","website_chat","NO","check_in","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",58,"TRUE"
"INT2025_04_0191","2025-04-08 07:34:00","hotel_05","facebook","EN","info","complex","Bergen Harbor Hotel","Bergen","Norway","city",160,"Human",300,"TRUE"
"INT2025_04_0194","2025-04-09 10:40:00","hotel_10","website_chat","EN","complaint","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"Human",480,"FALSE"
"INT2025_04_0143","2025-04-14 09:55:00","hotel_unknown","website_chat","EN","complaint","complex","","","","","","Human",450,"TRUE"
"INT2025_04_0197","2025-04-11 13:45:00","hotel_06","email","EN","spa_reservation","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"AI",29,"TRUE"
"INT2025_04_0158","2025-04-21 15:05:00","hotel_11","website_chat","EN","check_in","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"AI",60,"TRUE"
"INT2025_04_0199","2025-04-12 16:15:00","hotel_09","website_chat","NO","check_out","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",450,"TRUE"
"INT2025_04_0200","2025-04-12 16:50:00","hotel_02","instagram","EN","info","complex","Oslo City Hotel","Oslo","Norway","city",180,"AI",21,"TRUE"
"INT2025_04_0163","2025-04-24 10:05:00","hotel_04","website_chat","NO","spa_reservation","medium","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",43,"TRUE"
